"transactionid";"customerid";"age";"gender";"Marital Status";"income";"Product Name";"storename";"groupstore";"Type";"latitude";"longitude";"price";"qty";"totalamount";"DATE"
TR13287;2;60;1;Married;6.23;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;2;8400;2022-01-15
TR14344;300;25;1;Single;4.22;Coffee Candy;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";9400;2;18800;2022-01-15
TR1445;171;40;0;Married;10.05;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;3;12600;2022-01-15
TR16248;130;40;0;Married;9.73;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;7;22400;2022-01-15
TR21056;62;51;1;Married;13.62;Oat;Bonafid;Gita;General Trade;-7,250445;"112,768845";16000;3;48000;2022-01-15
TR30914;241;24;1;Single;0.57;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;5;37500;2022-01-15
TR32340;121;26;0;Single;2.93;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;3;12600;2022-01-15
TR33508;234;61;1;Married;10.86;Potato Chip;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";12000;5;60000;2022-01-15
TR34660;85;59;1;Married;7.89;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;5;75000;2022-01-15
TR37177;93;32;0;Married;4.85;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;3;12600;2022-01-15
TR37379;48;32;0;Married;10.62;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;5;75000;2022-01-15
TR38169;444;53;0;Married;15.31;Potato Chip;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";12000;1;12000;2022-01-15
TR41344;306;49;0;Married;16.52;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;2;32000;2022-01-15
TR44149;197;51;0;Married;13.33;Potato Chip;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";12000;2;24000;2022-01-15
TR54663;361;26;1;Single;0.06;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;8;70400;2022-01-15
TR65307;443;33;1;Married;9.28;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;4;16800;2022-01-15
TR71470;217;39;1;Single;6.96;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;5;75000;2022-01-15
TR71650;142;23;1;Single;1.58;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;5;21000;2022-01-15
TR76485;434;37;0;Married;9.33;Yoghurt;Bonafid;Gita;General Trade;-7,250445;"112,768845";10000;3;30000;2022-01-15
TR85027;216;30;0;Married;4.82;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;6;19200;2022-01-15
TR8647;378;54;0;Married;14.66;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;9;79200;2022-01-15
TR88822;59;46;1;Married;10.57;Coffee Candy;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";9400;3;28200;2022-01-15
TR96420;351;45;1;Married;18.34;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;5;50000;2022-01-15
TR98224;40;19;0;Single;3.48;Cashew;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";18000;4;72000;2022-01-15
TR1576;138;37;1;Married;8.96;Choco Bar;Buana Indah;Buana;General Trade;"3,316694";"114,590111";8800;2;17600;2022-01-16
TR16100;184;33;0;Single;13.93;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;5;50000;2022-01-16
TR17745;150;61;1;Married;8.56;Ginger Candy ;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";3200;5;16000;2022-01-16
TR19359;105;61;0;Married;7.54;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;5;75000;2022-01-16
TR40245;355;19;1;Single;0;Cashew;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";18000;3;54000;2022-01-16
TR4066;342;48;1;Married;13.55;Cheese Stick;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";15000;4;60000;2022-01-16
TR44922;209;47;0;Single;2.55;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;1;15000;2022-01-16
TR52563;278;31;1;Married;9.76;Oat;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";16000;3;48000;2022-01-16
TR66649;299;37;1;Married;4.54;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;3;48000;2022-01-16
TR88920;447;54;1;Married;20.37;Oat;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";16000;1;16000;2022-01-16
TR95280;423;22;0;Married;3.55;Cheese Stick;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";15000;1;15000;2022-01-16
TR12572;264;21;1;Single;1.12;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;8;70400;2022-01-17
TR16416;162;49;0;Married;11.46;Oat;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";16000;2;32000;2022-01-17
TR19683;446;57;0;Married;7.81;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;5;75000;2022-01-17
TR28079;217;39;1;Single;6.96;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;3;12600;2022-01-17
TR28209;447;54;1;Married;20.37;Crackers;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";7500;5;37500;2022-01-17
TR2841;16;52;0;Married;11.8;Coffee Candy;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";9400;6;56400;2022-01-17
TR28854;136;28;1;Married;2.96;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;4;40000;2022-01-17
TR28928;110;19;0;Married;2.41;Cheese Stick;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";15000;5;75000;2022-01-17
TR3941;177;33;1;Married;8.06;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;2;18800;2022-01-17
TR55188;398;33;0;Married;7.44;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;5;21000;2022-01-17
TR67971;177;33;1;Married;8.06;Ginger Candy ;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";3200;5;16000;2022-01-17
TR81233;71;46;0;Married;12.42;Crackers;Buana;Buana;General Trade;-1,26916;"116,825264";7500;6;45000;2022-01-17
TR84034;439;35;0;Single;12.34;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;5;21000;2022-01-17
TR8508;401;45;0;Married;4.08;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;4;16800;2022-01-17
TR88404;296;38;1;Single;3.18;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;5;21000;2022-01-17
TR91007;37;51;0;Married;17.11;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;5;75000;2022-01-17
TR98921;187;49;1;Married;9.18;Oat;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";16000;2;32000;2022-01-17
TR18620;306;49;0;Married;16.52;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;4;12800;2022-01-18
TR3743;83;34;1;Married;10.88;Crackers;Buana;Buana;General Trade;-1,26916;"116,825264";7500;4;30000;2022-01-18
TR40659;368;44;0;Married;16.13;Crackers;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";7500;6;45000;2022-01-18
TR49285;240;22;1;Single;3.33;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;1;7500;2022-01-18
TR52721;356;56;0;Married;13.25;Oat;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";16000;3;48000;2022-01-18
TR53728;120;30;0;Married;2.48;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;3;12600;2022-01-18
TR60985;404;22;0;Single;2.69;Thai Tea;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";4200;2;8400;2022-01-18
TR71324;225;59;1;Married;10.59;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;2;15000;2022-01-18
TR75701;378;54;0;Married;14.66;Oat;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";16000;1;16000;2022-01-18
TR7896;303;45;0;Married;10.34;Coffee Candy;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";9400;5;47000;2022-01-18
TR82047;92;60;0;Married;10.72;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;4;12800;2022-01-18
TR89703;81;44;0;Married;19.49;Oat;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";16000;2;32000;2022-01-18
TR20664;130;40;0;Married;9.73;Cashew;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";18000;3;54000;2022-01-19
TR2323;115;39;0;Married;5.07;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;4;30000;2022-01-19
TR24906;23;57;1;Married;12.56;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;2;17600;2022-01-19
TR29591;203;53;0;Married;17.2;Potato Chip;Bonafid;Gita;General Trade;-7,250445;"112,768845";12000;4;48000;2022-01-19
TR3330;318;18;0;Single;3.64;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-01-19
TR3414;56;20;1;Single;1;Crackers;Buana;Buana;General Trade;-1,26916;"116,825264";7500;2;15000;2022-01-19
TR38717;45;53;0;Married;9.25;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;3;22500;2022-01-19
TR53185;404;22;0;Single;2.69;Potato Chip;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";12000;3;36000;2022-01-19
TR75889;154;31;0;Married;8.36;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;3;22500;2022-01-19
TR76104;6;23;0;Married;2.33;Coffee Candy;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";9400;6;56400;2022-01-19
TR78475;397;24;0;Single;6.42;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;4;60000;2022-01-19
TR80853;351;45;1;Married;18.34;Coffee Candy;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";9400;2;18800;2022-01-19
TR87436;151;42;0;Married;10.38;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;6;52800;2022-01-19
TR89069;107;38;1;Married;9.85;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;4;40000;2022-01-19
TR97235;413;31;0;Married;8.8;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;2;8400;2022-01-19
TR19590;258;51;0;Married;12.57;Cashew;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";18000;2;36000;2022-01-20
TR20045;243;38;0;Married;3.34;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;1;7500;2022-01-20
TR24538;116;51;1;Married;15.77;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;1;15000;2022-01-20
TR31616;416;27;1;Married;3.43;Yoghurt;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";10000;5;50000;2022-01-20
TR33794;169;34;0;Married;3.97;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;6;60000;2022-01-20
TR38395;386;33;0;Married;6.95;Oat;Buana Indah;Buana;General Trade;"3,316694";"114,590111";16000;1;16000;2022-01-20
TR60760;359;46;0;Married;19.99;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;3;12600;2022-01-20
TR63307;443;33;1;Married;9.28;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;4;37600;2022-01-20
TR63588;326;24;1;Single;2.69;Potato Chip;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";12000;3;36000;2022-01-20
TR72168;130;40;0;Married;9.73;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;3;12600;2022-01-20
TR82517;297;41;1;Married;12.13;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;2;8400;2022-01-20
TR88378;44;40;0;Married;10.65;Coffee Candy;Priangan;Priangan;Modern Trade;-5,45;"105,26667";9400;6;56400;2022-01-20
TR92856;79;20;1;Single;1.6;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;3;28200;2022-01-20
TR14385;66;37;1;Married;3.04;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;3;54000;2022-01-21
TR1807;197;51;0;Married;13.33;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;4;30000;2022-01-21
TR24740;106;24;0;Single;6.79;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;3;9600;2022-01-21
TR26433;209;47;0;Single;2.55;Coffee Candy;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";9400;3;28200;2022-01-21
TR28011;367;43;0;Married;10.96;Yoghurt;Bonafid;Gita;General Trade;-7,250445;"112,768845";10000;5;50000;2022-01-21
TR31493;131;25;0;Single;7.12;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;8;70400;2022-01-21
TR32113;171;40;0;Married;10.05;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;6;45000;2022-01-21
TR32730;243;38;0;Married;3.34;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;1;18000;2022-01-21
TR3316;435;29;1;Married;3.61;Coffee Candy;Buana;Buana;General Trade;-1,26916;"116,825264";9400;5;47000;2022-01-21
TR34731;281;35;0;Married;3.03;Crackers;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";7500;5;37500;2022-01-21
TR47402;19;24;1;Single;4.14;Yoghurt;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";10000;5;50000;2022-01-21
TR56276;88;21;0;Single;2.97;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;2;30000;2022-01-21
TR93101;267;22;0;Single;0;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;3;26400;2022-01-21
TR94279;119;26;1;Single;5.54;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;4;16800;2022-01-21
TR99024;289;29;0;Married;2.37;Cashew;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";18000;3;54000;2022-01-21
TR22459;362;25;0;Single;7.47;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;5;75000;2022-01-22
TR25854;176;54;1;Married;18.32;Oat;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";16000;2;32000;2022-01-22
TR4315;181;33;1;Married;9.94;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;5;21000;2022-01-22
TR47702;359;46;0;Married;19.99;Potato Chip;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";12000;5;60000;2022-01-22
TR56832;429;37;1;Married;8.97;Potato Chip;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";12000;5;60000;2022-01-22
TR67395;328;36;0;Married;10.53;Oat;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";16000;3;48000;2022-01-22
TR81633;376;44;0;Married;14.65;Oat;Bonafid;Gita;General Trade;-7,250445;"112,768845";16000;2;32000;2022-01-22
TR9042;320;30;0;Married;3.72;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;3;12600;2022-01-22
TR95963;73;53;0;Married;13.71;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;2;15000;2022-01-22
TR11023;395;28;0;Married;3.39;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;5;37500;2022-01-23
TR16773;14;58;1;Married;10.18;Cashew;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";18000;1;18000;2022-01-23
TR23559;62;51;1;Married;13.62;Thai Tea;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";4200;5;21000;2022-01-23
TR40337;168;27;0;Married;4.88;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;2;15000;2022-01-23
TR5111;294;54;1;Married;19.07;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;5;21000;2022-01-23
TR68999;349;37;0;Married;5.96;Choco Bar;Buana;Buana;General Trade;-1,26916;"116,825264";8800;3;26400;2022-01-23
TR72014;295;34;0;Married;4.78;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;5;21000;2022-01-23
TR82501;335;29;1;Single;4.74;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;4;16800;2022-01-23
TR8408;26;45;1;Married;7.83;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-01-23
TR91120;114;22;0;Single;3.14;Crackers;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";7500;6;45000;2022-01-23
TR13528;196;34;0;Married;3.17;Potato Chip;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";12000;5;60000;2022-01-24
TR14110;356;56;0;Married;13.25;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;2;36000;2022-01-24
TR26197;187;49;1;Married;9.18;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;4;60000;2022-01-24
TR27545;34;45;0;Married;6.36;Cashew;Buana Indah;Buana;General Trade;"3,316694";"114,590111";18000;4;72000;2022-01-24
TR29618;171;40;0;Married;10.05;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;4;60000;2022-01-24
TR3218;91;59;0;Married;9.85;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;10;88000;2022-01-24
TR34744;76;38;1;Married;7.88;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;3;9600;2022-01-24
TR37162;169;34;0;Married;3.97;Oat;Bonafid;Gita;General Trade;-7,250445;"112,768845";16000;2;32000;2022-01-24
TR48869;257;60;0;Married;4.25;Choco Bar;Bonafid;Gita;General Trade;-7,250445;"112,768845";8800;6;52800;2022-01-24
TR62843;123;34;0;Married;4.36;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;5;16000;2022-01-24
TR65973;422;21;1;Single;3.88;Ginger Candy ;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";3200;5;16000;2022-01-24
TR69288;160;48;1;Married;12.57;Ginger Candy ;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";3200;3;9600;2022-01-24
TR80016;183;27;1;Single;0.18;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;2;15000;2022-01-24
TR1186;423;22;0;Married;3.55;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;5;60000;2022-01-25
TR14148;418;45;0;Single;23.84;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;5;21000;2022-01-25
TR24554;444;53;0;Married;15.31;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;5;75000;2022-01-25
TR24979;276;31;1;Married;8.96;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;2;8400;2022-01-25
TR32972;372;31;1;Married;6.19;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;2;8400;2022-01-25
TR38205;314;35;0;Married;6.64;Oat;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";16000;3;48000;2022-01-25
TR496;3;32;1;Married;9.17;Choco Bar;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";8800;2;17600;2022-01-25
TR53992;96;55;0;Married;13.67;Ginger Candy ;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";3200;5;16000;2022-01-25
TR5572;344;47;1;Married;5.63;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;4;12800;2022-01-25
TR57565;180;22;1;Married;4.07;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;4;16800;2022-01-25
TR600;97;51;1;Married;20.22;Potato Chip;Buana Indah;Buana;General Trade;"3,316694";"114,590111";12000;1;12000;2022-01-25
TR6094;104;31;1;Married;7.92;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;4;35200;2022-01-25
TR67707;49;44;1;Married;13.48;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;3;45000;2022-01-25
TR74093;298;38;1;Married;8.99;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;3;22500;2022-01-25
TR74832;57;33;1;Married;6.5;Yoghurt;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";10000;2;20000;2022-01-25
TR94774;222;45;0;Married;15.03;Crackers;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";7500;6;45000;2022-01-25
TR99456;403;30;0;Married;4.06;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;4;16800;2022-01-25
TR18017;369;32;0;Married;10.62;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;3;45000;2022-01-26
TR21020;10;34;1;Married;4;Oat;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";16000;3;48000;2022-01-26
TR26976;89;32;0;Married;9.68;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;2;15000;2022-01-26
TR291;20;43;0;Married;18.91;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;3;26400;2022-01-26
TR33309;172;57;1;Married;8.96;Cheese Stick;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";15000;1;15000;2022-01-26
TR38496;171;40;0;Married;10.05;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;7;61600;2022-01-26
TR69292;101;61;1;Married;54.2;Potato Chip;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";12000;2;24000;2022-01-26
TR71806;88;21;0;Single;2.97;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;3;45000;2022-01-26
TR73761;167;28;1;Married;2.91;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;5;21000;2022-01-26
TR83851;398;33;0;Married;7.44;Cheese Stick;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";15000;1;15000;2022-01-26
TR88485;24;37;0;Married;9.53;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;4;37600;2022-01-26
TR8926;16;52;0;Married;11.8;Crackers;Bonafid;Gita;General Trade;-7,250445;"112,768845";7500;6;45000;2022-01-26
TR95049;72;26;0;Single;1.81;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;3;28200;2022-01-26
TR96226;87;44;1;Married;9.57;Oat;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";16000;3;48000;2022-01-26
TR96565;407;53;1;Married;9.27;Ginger Candy ;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";3200;3;9600;2022-01-26
TR1152;149;61;1;Married;3.96;Crackers;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";7500;6;45000;2022-01-27
TR20460;277;60;1;Married;9.38;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;3;48000;2022-01-27
TR21521;219;39;0;Single;9.73;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;3;45000;2022-01-27
TR22096;152;59;1;Married;10.68;Ginger Candy ;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";3200;7;22400;2022-01-27
TR39689;287;36;0;Single;3.7;Cheese Stick;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";15000;1;15000;2022-01-27
TR44341;133;47;1;Married;20.81;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;2;24000;2022-01-27
