"transactionid";"customerid";"productid";"price";"qty";"totalamount";"storeid";"DATE"
TR34015;161;6;18000;3;54000;12;2022-02-08
TR43653;108;2;3200;7;22400;4;2022-02-08
TR44851;105;1;8800;9;79200;12;2022-02-08
TR4647;421;4;12000;2;24000;9;2022-02-08
TR48277;420;2;3200;4;12800;13;2022-02-08
TR56420;341;5;4200;3;12600;10;2022-02-08
TR80968;251;1;8800;8;70400;11;2022-02-08
TR96509;298;9;10000;7;70000;12;2022-02-08
TR15206;367;2;3200;4;12800;5;2022-02-09
TR24859;231;9;10000;5;50000;3;2022-02-09
TR29752;159;4;12000;3;36000;1;2022-02-09
TR4437;101;5;4200;3;12600;3;2022-02-09
TR46491;44;7;9400;2;18800;6;2022-02-09
TR46598;412;6;18000;4;72000;3;2022-02-09
TR52103;296;8;16000;2;32000;11;2022-02-09
TR54439;189;5;4200;3;12600;7;2022-02-09
TR71178;98;10;15000;1;15000;2;2022-02-09
TR71502;213;5;4200;5;21000;2;2022-02-09
TR73369;76;5;4200;2;8400;13;2022-02-09
TR7578;21;2;3200;3;9600;11;2022-02-09
TR76267;120;1;8800;5;44000;6;2022-02-09
TR81230;186;2;3200;7;22400;10;2022-02-09
TR83655;17;5;4200;5;21000;3;2022-02-09
TR87252;279;5;4200;2;8400;3;2022-02-09
TR87762;93;2;3200;3;9600;8;2022-02-09
TR94959;201;5;4200;2;8400;1;2022-02-09
TR16271;396;10;15000;2;30000;9;2022-02-10
TR21798;83;9;10000;5;50000;11;2022-02-10
TR32721;102;6;18000;3;54000;2;2022-02-10
TR33187;300;4;12000;1;12000;4;2022-02-10
TR45401;31;7;9400;4;37600;12;2022-02-10
TR49791;287;1;8800;8;70400;7;2022-02-10
TR60921;108;8;16000;1;16000;5;2022-02-10
TR72115;97;10;15000;4;60000;4;2022-02-10
TR80958;395;3;7500;5;37500;6;2022-02-10
TR8134;5;5;4200;5;21000;14;2022-02-10
TR83719;184;8;16000;3;48000;4;2022-02-10
TR83736;273;9;10000;5;50000;1;2022-02-10
TR99028;407;8;16000;1;16000;12;2022-02-10
TR12602;338;2;3200;7;22400;2;2022-02-11
TR26510;39;1;8800;7;61600;6;2022-02-11
TR27425;17;7;9400;5;47000;11;2022-02-11
TR29921;228;6;18000;2;36000;7;2022-02-11
TR34337;167;9;10000;3;30000;5;2022-02-11
TR34779;379;1;8800;9;79200;8;2022-02-11
TR35259;66;7;9400;6;56400;14;2022-02-11
TR43325;444;8;16000;1;16000;11;2022-02-11
TR5219;143;8;16000;2;32000;11;2022-02-11
TR54004;336;3;7500;4;30000;4;2022-02-11
TR58429;39;5;4200;5;21000;3;2022-02-11
TR58559;164;8;16000;2;32000;5;2022-02-11
TR68369;99;4;12000;3;36000;8;2022-02-11
TR78052;418;5;4200;5;21000;5;2022-02-11
TR91786;86;5;4200;4;16800;13;2022-02-11
TR35051;429;6;18000;2;36000;11;2022-02-12
TR37109;335;7;9400;4;37600;3;2022-02-12
TR54531;292;10;15000;2;30000;13;2022-02-12
TR56104;222;5;4200;4;16800;12;2022-02-12
TR60213;386;3;7500;3;22500;9;2022-02-12
TR7436;341;8;16000;1;16000;3;2022-02-12
TR85229;270;9;10000;3;30000;3;2022-02-12
TR88303;109;8;16000;1;16000;1;2022-02-12
TR88968;171;5;4200;3;12600;14;2022-02-12
TR90253;424;9;10000;6;60000;14;2022-02-12
TR90705;369;2;3200;5;16000;14;2022-02-12
TR15329;362;8;16000;2;32000;2;2022-02-13
TR18434;244;9;10000;3;30000;3;2022-02-13
TR3900;443;6;18000;2;36000;7;2022-02-13
TR41200;146;2;3200;5;16000;4;2022-02-13
TR41341;292;9;10000;3;30000;7;2022-02-13
TR65384;355;10;15000;3;45000;3;2022-02-13
TR7290;353;7;9400;2;18800;9;2022-02-13
TR78942;165;1;8800;2;17600;14;2022-02-13
TR8095;67;10;15000;1;15000;3;2022-02-13
TR80959;115;8;16000;3;48000;10;2022-02-13
TR82012;274;5;4200;3;12600;5;2022-02-13
TR83201;261;5;4200;5;21000;8;2022-02-13
TR98055;352;2;3200;4;12800;8;2022-02-13
TR14949;22;4;12000;4;48000;5;2022-02-14
TR16538;153;10;15000;3;45000;3;2022-02-14
TR31406;237;3;7500;3;22500;13;2022-02-14
TR31647;152;6;18000;2;36000;4;2022-02-14
TR4200;196;8;16000;3;48000;3;2022-02-14
TR45517;43;6;18000;4;72000;3;2022-02-14
TR46450;162;1;8800;5;44000;11;2022-02-14
TR5293;233;10;15000;4;60000;6;2022-02-14
TR67146;310;3;7500;6;45000;2;2022-02-14
TR67365;232;10;15000;2;30000;1;2022-02-14
TR8299;305;5;4200;5;21000;5;2022-02-14
TR84220;380;8;16000;3;48000;14;2022-02-14
TR88291;84;3;7500;5;37500;9;2022-02-14
TR25493;131;3;7500;4;30000;13;2022-02-15
TR33463;45;10;15000;5;75000;6;2022-02-15
TR38558;308;2;3200;6;19200;11;2022-02-15
TR40808;73;7;9400;3;28200;14;2022-02-15
TR41300;57;9;10000;7;70000;3;2022-02-15
TR54172;365;10;15000;3;45000;7;2022-02-15
TR58624;445;7;9400;6;56400;1;2022-02-15
TR6251;174;5;4200;4;16800;6;2022-02-15
TR66239;443;5;4200;5;21000;14;2022-02-15
TR75389;73;5;4200;4;16800;7;2022-02-15
TR82838;101;10;15000;4;60000;9;2022-02-15
TR93127;311;6;18000;1;18000;6;2022-02-15
TR12915;376;9;10000;4;40000;14;2022-02-16
TR1540;279;9;10000;6;60000;1;2022-02-16
TR28806;109;1;8800;5;44000;13;2022-02-16
TR38231;384;9;10000;7;70000;12;2022-02-16
TR40812;177;1;8800;3;26400;9;2022-02-16
TR55516;306;4;12000;2;24000;7;2022-02-16
TR68453;313;4;12000;1;12000;10;2022-02-16
TR88691;239;7;9400;3;28200;4;2022-02-16
TR89248;73;3;7500;6;45000;2;2022-02-16
TR89422;269;5;4200;5;21000;10;2022-02-16
TR90757;338;7;9400;4;37600;8;2022-02-16
TR91651;234;3;7500;2;15000;8;2022-02-16
TR95208;36;2;3200;7;22400;12;2022-02-16
TR12401;17;6;18000;1;18000;12;2022-02-17
TR3972;93;3;7500;2;15000;3;2022-02-17
TR45561;254;4;12000;1;12000;9;2022-02-17
TR48808;289;2;3200;6;19200;8;2022-02-17
TR49092;116;5;4200;3;12600;9;2022-02-17
TR49903;270;8;16000;2;32000;12;2022-02-17
TR50781;370;8;16000;2;32000;10;2022-02-17
TR55120;162;5;4200;3;12600;2;2022-02-17
TR59782;114;10;15000;1;15000;9;2022-02-17
TR65019;302;3;7500;6;45000;4;2022-02-17
TR72122;140;1;8800;3;26400;3;2022-02-17
TR74224;91;3;7500;4;30000;8;2022-02-17
TR77859;435;9;10000;5;50000;9;2022-02-17
TR90393;333;3;7500;5;37500;11;2022-02-17
TR92478;42;8;16000;2;32000;8;2022-02-17
TR93081;359;10;15000;1;15000;3;2022-02-17
TR2544;101;3;7500;4;30000;4;2022-02-18
TR33755;188;9;10000;4;40000;10;2022-02-18
TR54171;101;10;15000;2;30000;8;2022-02-18
TR60485;438;2;3200;4;12800;8;2022-02-18
TR63147;246;3;7500;1;7500;14;2022-02-18
TR73257;176;2;3200;6;19200;2;2022-02-18
TR79756;63;5;4200;5;21000;13;2022-02-18
TR82004;204;7;9400;2;18800;9;2022-02-18
TR88302;13;5;4200;5;21000;3;2022-02-18
TR92144;4;1;8800;5;44000;6;2022-02-18
TR92560;215;7;9400;5;47000;7;2022-02-18
TR93452;221;8;16000;2;32000;10;2022-02-18
TR10670;223;7;9400;6;56400;11;2022-02-19
TR12381;261;9;10000;6;60000;10;2022-02-19
TR31972;157;2;3200;7;22400;13;2022-02-19
TR4732;162;7;9400;3;28200;3;2022-02-19
TR50286;391;8;16000;3;48000;8;2022-02-19
TR50313;85;5;4200;3;12600;9;2022-02-19
TR6443;182;5;4200;3;12600;3;2022-02-19
TR66033;124;4;12000;2;24000;11;2022-02-19
TR68401;153;8;16000;2;32000;4;2022-02-19
TR73100;377;10;15000;3;45000;11;2022-02-19
TR75016;196;8;16000;2;32000;6;2022-02-19
TR80197;291;10;15000;1;15000;4;2022-02-19
TR12740;263;5;4200;4;16800;12;2022-02-20
TR49367;8;8;16000;1;16000;14;2022-02-20
TR61464;231;3;7500;4;30000;12;2022-02-20
TR68337;202;7;9400;6;56400;4;2022-02-20
TR809;110;10;15000;2;30000;10;2022-02-20
TR83326;210;8;16000;1;16000;14;2022-02-20
TR9376;240;7;9400;4;37600;9;2022-02-20
TR10469;275;3;7500;2;15000;5;2022-02-21
TR11166;129;10;15000;3;45000;13;2022-02-21
TR16611;430;8;16000;3;48000;13;2022-02-21
TR22908;115;7;9400;6;56400;5;2022-02-21
TR22968;380;2;3200;6;19200;13;2022-02-21
TR23981;182;7;9400;5;47000;14;2022-02-21
TR29122;44;8;16000;3;48000;3;2022-02-21
TR54634;417;2;3200;4;12800;11;2022-02-21
TR82002;181;5;4200;5;21000;6;2022-02-21
TR90976;58;2;3200;4;12800;4;2022-02-21
TR93475;65;5;4200;5;21000;1;2022-02-21
TR95650;372;8;16000;3;48000;8;2022-02-21
TR98774;13;3;7500;4;30000;7;2022-02-21
TR11656;340;5;4200;2;8400;5;2022-02-22
TR15420;404;9;10000;4;40000;11;2022-02-22
TR26241;323;1;8800;4;35200;13;2022-02-22
TR29564;252;10;15000;1;15000;14;2022-02-22
TR46326;165;9;10000;7;70000;12;2022-02-22
TR50463;402;4;12000;3;36000;14;2022-02-22
TR62611;20;7;9400;2;18800;6;2022-02-22
TR74694;143;4;12000;3;36000;10;2022-02-22
TR86914;190;7;9400;4;37600;7;2022-02-22
TR87911;428;2;3200;5;16000;12;2022-02-22
TR93693;55;2;3200;7;22400;3;2022-02-22
TR96631;383;3;7500;2;15000;14;2022-02-22
TR99067;254;2;3200;5;16000;4;2022-02-22
TR10495;424;8;16000;1;16000;13;2022-02-23
TR16968;175;8;16000;3;48000;5;2022-02-23
TR21266;13;8;16000;1;16000;10;2022-02-23
TR3053;85;5;4200;5;21000;8;2022-02-23
TR40083;288;1;8800;9;79200;4;2022-02-23
TR42844;362;4;12000;3;36000;13;2022-02-23
TR45473;352;5;4200;5;21000;13;2022-02-23
TR47197;272;10;15000;5;75000;2;2022-02-23
TR54475;1;8;16000;1;16000;9;2022-02-23
TR57090;263;1;8800;4;35200;11;2022-02-23
TR57803;184;5;4200;5;21000;5;2022-02-23
TR64418;417;9;10000;1;10000;14;2022-02-23
TR81816;120;1;8800;10;88000;8;2022-02-23
TR81902;225;5;4200;3;12600;13;2022-02-23
TR89181;29;5;4200;5;21000;9;2022-02-23
TR93840;141;6;18000;2;36000;13;2022-02-23
TR95226;388;7;9400;3;28200;3;2022-02-23
TR99519;197;1;8800;9;79200;7;2022-02-23
TR17924;316;4;12000;4;48000;7;2022-02-24
TR22442;392;7;9400;5;47000;11;2022-02-24
TR34575;444;6;18000;1;18000;9;2022-02-24
TR41753;174;9;10000;4;40000;9;2022-02-24
TR53342;120;4;12000;1;12000;2;2022-02-24
TR54176;13;9;10000;1;10000;12;2022-02-24
TR5763;415;7;9400;5;47000;5;2022-02-24
TR62292;361;5;4200;2;8400;6;2022-02-24
TR87161;55;2;3200;3;9600;2;2022-02-24
TR91689;398;5;4200;5;21000;13;2022-02-24
TR98979;260;6;18000;2;36000;1;2022-02-24
TR17732;43;2;3200;6;19200;6;2022-02-25
TR23439;53;6;18000;1;18000;3;2022-02-25
TR33521;281;5;4200;4;16800;5;2022-02-25
TR37598;67;3;7500;5;37500;4;2022-02-25
TR5583;240;5;4200;4;16800;3;2022-02-25
TR59484;15;2;3200;5;16000;8;2022-02-25
TR67161;133;9;10000;2;20000;13;2022-02-25
TR82243;283;2;3200;7;22400;13;2022-02-25
TR94290;223;1;8800;2;17600;10;2022-02-25
TR13291;106;3;7500;5;37500;11;2022-02-26
TR13728;27;8;16000;3;48000;14;2022-02-26
TR16793;174;2;3200;7;22400;4;2022-02-26
TR234;167;7;9400;6;56400;14;2022-02-26
TR27027;347;10;15000;1;15000;1;2022-02-26
TR27596;206;10;15000;4;60000;8;2022-02-26
TR30095;272;4;12000;1;12000;9;2022-02-26
TR32741;303;7;9400;2;18800;13;2022-02-26
TR40850;313;1;8800;4;35200;13;2022-02-26
TR5720;108;7;9400;5;47000;4;2022-02-26
TR5904;57;10;15000;5;75000;4;2022-02-26
TR59734;20;3;7500;3;22500;13;2022-02-26
TR65685;68;1;8800;10;88000;11;2022-02-26
TR70082;8;8;16000;3;48000;10;2022-02-26
TR70286;113;5;4200;4;16800;9;2022-02-26
TR71762;349;3;7500;6;45000;4;2022-02-26
TR78268;189;1;8800;8;70400;5;2022-02-26
TR79559;124;5;4200;4;16800;6;2022-02-26
TR86888;72;9;10000;2;20000;11;2022-02-26
TR90790;395;9;10000;2;20000;3;2022-02-26
TR91278;321;7;9400;6;56400;5;2022-02-26
TR22980;396;2;3200;6;19200;2;2022-02-27
TR26560;310;1;8800;5;44000;9;2022-02-27
TR26577;435;3;7500;5;37500;12;2022-02-27
TR39096;186;5;4200;4;16800;4;2022-02-27
TR3951;172;6;18000;3;54000;8;2022-02-27
TR49863;221;2;3200;6;19200;12;2022-02-27
TR53040;2;5;4200;4;16800;3;2022-02-27
TR54890;364;10;15000;4;60000;12;2022-02-27
TR62409;103;2;3200;3;9600;1;2022-02-27
TR6960;13;1;8800;5;44000;5;2022-02-27
TR79552;65;2;3200;6;19200;9;2022-02-27
TR80868;120;8;16000;1;16000;7;2022-02-27
TR84031;175;7;9400;5;47000;3;2022-02-27
TR90717;282;10;15000;4;60000;10;2022-02-27
TR93245;326;6;18000;4;72000;5;2022-02-27
TR95309;61;9;10000;5;50000;5;2022-02-27
TR96032;136;10;15000;1;15000;2;2022-02-27
TR97696;355;7;9400;5;47000;10;2022-02-27
TR10357;197;3;7500;5;37500;3;2022-02-28
TR23843;141;10;15000;1;15000;5;2022-02-28
TR28498;222;8;16000;3;48000;2;2022-02-28
TR3028;377;2;3200;6;19200;9;2022-02-28
TR33274;446;4;12000;2;24000;11;2022-02-28
TR33854;216;1;8800;7;61600;1;2022-02-28
TR44516;420;2;3200;7;22400;11;2022-02-28
TR52498;297;2;3200;3;9600;12;2022-02-28
TR66435;221;4;12000;3;36000;14;2022-02-28
TR81599;433;5;4200;5;21000;4;2022-02-28
TR84380;112;3;7500;3;22500;6;2022-02-28
TR8551;124;2;3200;4;12800;9;2022-02-28
TR96146;108;5;4200;5;21000;5;2022-02-28
TR9718;92;8;16000;2;32000;13;2022-02-28
TR10183;368;10;15000;1;15000;2;2022-03-01
TR13110;267;5;4200;2;8400;11;2022-03-01
TR13285;244;1;8800;3;26400;14;2022-03-01
TR18419;444;3;7500;5;37500;13;2022-03-01
TR22859;445;5;4200;2;8400;6;2022-03-01
TR31256;285;5;4200;5;21000;11;2022-03-01
TR31756;365;6;18000;4;72000;6;2022-03-01
TR33164;342;2;3200;4;12800;4;2022-03-01
TR37464;213;7;9400;2;18800;9;2022-03-01
TR38919;179;2;3200;5;16000;3;2022-03-01
TR39596;440;1;8800;5;44000;11;2022-03-01
TR46900;13;7;9400;4;37600;13;2022-03-01
TR47958;311;1;8800;9;79200;3;2022-03-01
TR75077;65;4;12000;2;24000;6;2022-03-01
TR78899;313;2;3200;7;22400;2;2022-03-01
TR87330;236;5;4200;2;8400;11;2022-03-01
TR93040;346;3;7500;2;15000;12;2022-03-01
TR93130;2;2;3200;5;16000;5;2022-03-01
TR94809;393;1;8800;7;61600;2;2022-03-01
TR10884;300;9;10000;1;10000;12;2022-03-02
TR13266;228;4;12000;3;36000;10;2022-03-02
TR16146;189;9;10000;4;40000;5;2022-03-02
TR2071;46;9;10000;6;60000;6;2022-03-02
TR21226;350;5;4200;3;12600;10;2022-03-02
TR24696;95;2;3200;4;12800;8;2022-03-02
TR27062;263;6;18000;3;54000;4;2022-03-02
TR3460;431;8;16000;2;32000;7;2022-03-02
TR37234;425;5;4200;5;21000;11;2022-03-02
TR42008;409;9;10000;7;70000;8;2022-03-02
TR43969;199;6;18000;4;72000;4;2022-03-02
TR56422;212;7;9400;3;28200;12;2022-03-02
TR56774;280;2;3200;7;22400;6;2022-03-02
TR56905;38;5;4200;4;16800;3;2022-03-02
TR58006;365;10;15000;3;45000;12;2022-03-02
TR58489;207;2;3200;6;19200;11;2022-03-02
TR61030;331;2;3200;6;19200;10;2022-03-02
TR63325;325;5;4200;4;16800;4;2022-03-02
TR65502;130;2;3200;4;12800;8;2022-03-02
TR66071;251;8;16000;2;32000;14;2022-03-02
TR69836;121;4;12000;2;24000;13;2022-03-02
TR7411;100;5;4200;4;16800;2;2022-03-02
TR75842;199;10;15000;5;75000;8;2022-03-02
TR76754;384;1;8800;6;52800;10;2022-03-02
TR79718;322;5;4200;3;12600;9;2022-03-02
TR7991;229;1;8800;5;44000;4;2022-03-02
TR82557;18;3;7500;2;15000;6;2022-03-02
TR83;293;5;4200;3;12600;13;2022-03-02
TR94484;217;5;4200;2;8400;7;2022-03-02
TR97998;346;3;7500;1;7500;10;2022-03-02
TR99645;191;10;15000;5;75000;7;2022-03-02
TR10492;388;8;16000;1;16000;3;2022-03-03
TR11956;83;5;4200;3;12600;6;2022-03-03
TR13638;139;5;4200;5;21000;1;2022-03-03
TR14623;421;4;12000;5;60000;2;2022-03-03
TR15464;127;6;18000;2;36000;11;2022-03-03
TR22245;244;10;15000;3;45000;7;2022-03-03
TR33325;254;6;18000;4;72000;3;2022-03-03
TR35416;354;1;8800;8;70400;12;2022-03-03
TR48165;263;10;15000;3;45000;2;2022-03-03
TR48564;59;7;9400;3;28200;11;2022-03-03
TR58056;27;2;3200;3;9600;5;2022-03-03
TR60144;29;7;9400;6;56400;14;2022-03-03
TR60335;259;2;3200;3;9600;14;2022-03-03
TR61867;165;5;4200;4;16800;4;2022-03-03
TR74302;399;5;4200;4;16800;3;2022-03-03
TR81667;249;2;3200;7;22400;4;2022-03-03
TR81928;389;5;4200;2;8400;1;2022-03-03
TR83807;172;1;8800;2;17600;10;2022-03-03
TR88912;50;10;15000;1;15000;10;2022-03-03
TR897;65;5;4200;3;12600;3;2022-03-03
TR89729;126;7;9400;4;37600;13;2022-03-03
TR91355;170;3;7500;5;37500;1;2022-03-03
TR93283;298;2;3200;5;16000;11;2022-03-03
TR96936;121;3;7500;5;37500;1;2022-03-03
TR9709;94;10;15000;2;30000;12;2022-03-03
TR97478;226;6;18000;4;72000;2;2022-03-03
TR98430;234;7;9400;3;28200;11;2022-03-03
TR25341;270;7;9400;4;37600;5;2022-03-04
TR34368;438;2;3200;5;16000;3;2022-03-04
TR37123;85;3;7500;2;15000;9;2022-03-04
TR38909;285;3;7500;4;30000;12;2022-03-04
TR39176;356;10;15000;5;75000;12;2022-03-04
TR4544;358;3;7500;3;22500;11;2022-03-04
TR53931;31;7;9400;2;18800;4;2022-03-04
TR54885;188;1;8800;5;44000;3;2022-03-04
TR65295;112;5;4200;5;21000;5;2022-03-04
TR66478;133;5;4200;3;12600;1;2022-03-04
TR67562;323;2;3200;6;19200;10;2022-03-04
TR7418;92;4;12000;2;24000;1;2022-03-04
TR79620;212;9;10000;4;40000;12;2022-03-04
TR83712;430;2;3200;5;16000;13;2022-03-04
TR94357;277;9;10000;4;40000;14;2022-03-04
TR97857;208;2;3200;5;16000;4;2022-03-04
TR10918;219;5;4200;4;16800;13;2022-03-05
TR38050;47;7;9400;3;28200;14;2022-03-05
TR41890;199;4;12000;3;36000;2;2022-03-05
TR42708;212;8;16000;2;32000;3;2022-03-05
TR62377;14;10;15000;4;60000;12;2022-03-05
TR72079;126;5;4200;2;8400;9;2022-03-05
TR90751;365;1;8800;9;79200;12;2022-03-05
TR98496;374;5;4200;2;8400;6;2022-03-05
TR11335;305;2;3200;4;12800;3;2022-03-06
TR1674;381;10;15000;1;15000;9;2022-03-06
TR18750;138;10;15000;5;75000;7;2022-03-06
TR24260;322;10;15000;2;30000;6;2022-03-06
TR26867;120;8;16000;3;48000;10;2022-03-06
TR31261;308;1;8800;5;44000;9;2022-03-06
TR37037;104;9;10000;2;20000;11;2022-03-06
TR40997;283;2;3200;3;9600;14;2022-03-06
TR41021;114;2;3200;4;12800;2;2022-03-06
TR47724;293;7;9400;3;28200;10;2022-03-06
TR55212;213;7;9400;3;28200;4;2022-03-06
TR64718;222;9;10000;5;50000;6;2022-03-06
TR7259;422;10;15000;5;75000;10;2022-03-06
TR74684;51;7;9400;2;18800;14;2022-03-06
TR83945;402;2;3200;6;19200;14;2022-03-06
TR96075;63;8;16000;3;48000;4;2022-03-06
TR11672;102;5;4200;4;16800;14;2022-03-07
TR11768;356;1;8800;2;17600;6;2022-03-07
TR46867;263;1;8800;9;79200;2;2022-03-07
TR52577;132;3;7500;5;37500;3;2022-03-07
TR54824;165;8;16000;2;32000;9;2022-03-07
TR62021;66;9;10000;6;60000;1;2022-03-07
TR62324;173;2;3200;3;9600;13;2022-03-07
TR65426;124;3;7500;4;30000;14;2022-03-07
TR78728;258;3;7500;5;37500;12;2022-03-07
TR79324;42;10;15000;2;30000;12;2022-03-07
TR80439;55;3;7500;5;37500;8;2022-03-07
TR81252;352;5;4200;5;21000;4;2022-03-07
TR85821;89;1;8800;10;88000;12;2022-03-07
TR86699;65;9;10000;1;10000;9;2022-03-07
TR94304;438;7;9400;5;47000;7;2022-03-07
TR94525;191;8;16000;2;32000;14;2022-03-07
TR96082;350;9;10000;5;50000;6;2022-03-07
TR99870;431;5;4200;4;16800;8;2022-03-07
TR13511;4;3;7500;5;37500;7;2022-03-08
TR49217;430;4;12000;1;12000;13;2022-03-08
TR57833;355;10;15000;2;30000;12;2022-03-08
TR74939;311;5;4200;4;16800;6;2022-03-08
TR84490;269;8;16000;1;16000;2;2022-03-08
TR92165;365;6;18000;3;54000;2;2022-03-08
TR19367;298;7;9400;6;56400;12;2022-03-09
TR23583;360;3;7500;2;15000;2;2022-03-09
TR26684;40;10;15000;2;30000;12;2022-03-09
TR32237;198;2;3200;6;19200;2;2022-03-09
TR48377;294;9;10000;1;10000;12;2022-03-09
TR48509;430;10;15000;2;30000;11;2022-03-09
TR48538;277;4;12000;3;36000;7;2022-03-09
TR52759;140;8;16000;3;48000;4;2022-03-09
TR55578;58;10;15000;5;75000;4;2022-03-09
TR55776;338;5;4200;4;16800;6;2022-03-09
TR56320;199;4;12000;3;36000;13;2022-03-09
TR77452;19;1;8800;8;70400;2;2022-03-09
TR83825;21;5;4200;2;8400;1;2022-03-09
TR90458;37;5;4200;3;12600;2;2022-03-09
TR99010;263;6;18000;3;54000;10;2022-03-09
TR99670;309;1;8800;2;17600;6;2022-03-09
TR13542;173;6;18000;3;54000;12;2022-03-10
TR17932;388;5;4200;2;8400;4;2022-03-10
TR22169;24;8;16000;1;16000;12;2022-03-10
TR46187;394;7;9400;6;56400;2;2022-03-10
TR48294;57;5;4200;2;8400;11;2022-03-10
TR5151;7;8;16000;2;32000;9;2022-03-10
TR51711;278;7;9400;4;37600;5;2022-03-10
TR53069;64;2;3200;6;19200;6;2022-03-10
TR59752;174;9;10000;2;20000;10;2022-03-10
TR65791;355;5;4200;3;12600;7;2022-03-10
TR70168;118;5;4200;5;21000;4;2022-03-10
TR70776;136;10;15000;4;60000;10;2022-03-10
TR71483;68;5;4200;2;8400;7;2022-03-10
TR77331;73;1;8800;10;88000;11;2022-03-10
TR79227;291;3;7500;6;45000;11;2022-03-10
TR86016;293;5;4200;4;16800;6;2022-03-10
TR86550;293;2;3200;6;19200;11;2022-03-10
TR8808;329;1;8800;2;17600;6;2022-03-10
TR1544;11;3;7500;1;7500;5;2022-03-11
TR1575;50;3;7500;2;15000;3;2022-03-11
TR19455;65;10;15000;1;15000;10;2022-03-11
TR2304;14;9;10000;3;30000;2;2022-03-11
TR27858;36;6;18000;2;36000;11;2022-03-11
TR32836;272;10;15000;1;15000;8;2022-03-11
TR42175;12;10;15000;2;30000;1;2022-03-11
TR46347;267;7;9400;5;47000;10;2022-03-11
TR46513;65;7;9400;5;47000;5;2022-03-11
TR5344;186;2;3200;4;12800;10;2022-03-11
TR60024;342;5;4200;4;16800;6;2022-03-11
TR6189;157;10;15000;4;60000;13;2022-03-11
TR62871;129;9;10000;1;10000;3;2022-03-11
TR66795;142;4;12000;4;48000;10;2022-03-11
TR71512;265;10;15000;1;15000;5;2022-03-11
TR81037;118;8;16000;3;48000;4;2022-03-11
TR82337;295;7;9400;4;37600;2;2022-03-11
TR83227;155;5;4200;3;12600;12;2022-03-11
TR83234;111;10;15000;5;75000;9;2022-03-11
TR88521;300;3;7500;2;15000;8;2022-03-11
TR89747;189;7;9400;5;47000;3;2022-03-11
TR93791;418;5;4200;3;12600;7;2022-03-11
TR95504;90;5;4200;3;12600;11;2022-03-11
TR95530;85;9;10000;4;40000;14;2022-03-11
TR15016;418;9;10000;2;20000;10;2022-03-12
TR27961;126;10;15000;4;60000;12;2022-03-12
TR35363;161;4;12000;3;36000;12;2022-03-12
TR43634;303;2;3200;4;12800;11;2022-03-12
TR59043;130;10;15000;3;45000;14;2022-03-12
TR63387;350;9;10000;4;40000;9;2022-03-12
TR6643;229;5;4200;3;12600;2;2022-03-12
TR68592;430;2;3200;3;9600;7;2022-03-12
TR72611;232;2;3200;3;9600;4;2022-03-12
TR75048;374;5;4200;2;8400;13;2022-03-12
TR84181;307;3;7500;3;22500;4;2022-03-12
TR95202;283;9;10000;3;30000;11;2022-03-12
TR96941;119;2;3200;4;12800;11;2022-03-12
TR11097;43;10;15000;3;45000;1;2022-03-13
TR11813;76;10;15000;2;30000;8;2022-03-13
TR19441;403;10;15000;1;15000;1;2022-03-13
TR41376;151;7;9400;4;37600;1;2022-03-13
TR47559;307;3;7500;2;15000;2;2022-03-13
TR48515;236;10;15000;5;75000;6;2022-03-13
TR52504;174;7;9400;6;56400;2;2022-03-13
TR7454;334;3;7500;4;30000;1;2022-03-13
TR74611;430;10;15000;5;75000;8;2022-03-13
TR80826;240;2;3200;6;19200;9;2022-03-13
TR83149;226;5;4200;2;8400;13;2022-03-13
TR89580;172;1;8800;2;17600;5;2022-03-13
TR94801;331;3;7500;2;15000;5;2022-03-13
TR94992;265;9;10000;1;10000;8;2022-03-13
TR17735;72;8;16000;2;32000;2;2022-03-14
TR19487;236;3;7500;1;7500;5;2022-03-14
TR19797;283;7;9400;2;18800;6;2022-03-14
TR44520;341;4;12000;3;36000;9;2022-03-14
TR47026;337;2;3200;6;19200;4;2022-03-14
TR49797;27;8;16000;1;16000;4;2022-03-14
TR53829;60;8;16000;2;32000;13;2022-03-14
TR56328;46;5;4200;2;8400;1;2022-03-14
TR62877;54;3;7500;4;30000;4;2022-03-14
TR73703;145;7;9400;3;28200;7;2022-03-14
TR74210;133;7;9400;2;18800;13;2022-03-14
TR77842;409;2;3200;7;22400;5;2022-03-14
TR90661;431;8;16000;2;32000;7;2022-03-14
TR92340;416;7;9400;6;56400;12;2022-03-14
TR14328;365;1;8800;9;79200;14;2022-03-15
TR22986;443;8;16000;1;16000;5;2022-03-15
TR2436;403;9;10000;2;20000;11;2022-03-15
TR25908;423;7;9400;5;47000;8;2022-03-15
TR26921;381;10;15000;4;60000;4;2022-03-15
TR27050;333;7;9400;2;18800;10;2022-03-15
TR29671;201;7;9400;6;56400;1;2022-03-15
TR37760;382;9;10000;5;50000;7;2022-03-15
TR49013;329;10;15000;5;75000;6;2022-03-15
TR67084;213;8;16000;2;32000;14;2022-03-15
TR72391;409;2;3200;4;12800;10;2022-03-15
TR76889;35;4;12000;3;36000;1;2022-03-15
TR9937;95;9;10000;2;20000;10;2022-03-15
TR41225;336;3;7500;1;7500;12;2022-03-16
TR42741;352;5;4200;2;8400;9;2022-03-16
TR53349;302;3;7500;3;22500;1;2022-03-16
TR69907;51;1;8800;10;88000;11;2022-03-16
